text,filename,,,
"— Lars siger, at systemet er godt, men man skal selv spørge, svarer Amir. — Ingen kommer og banker på døren med penge!",d0-l86-r2.mp3,,,
det er jeres ret,d0-l86-l9.mp3,,,
læs brevene fra kommunen,d0-l86-l10.mp3,,,
"Har du hørt, at busserne bliver billigere?",d0-l87-a.mp3,,,
"Amirs medievaner Klokken 6.45, mens kaffen brygger, hører Amir Radioavisen. Fem minutter — han forstår måske halvdelen, men hver uge lidt mere. I bussen læser han DR Ligetil på telefonen: nyheder på let dansk. I dag: «Flere kommuner gør busserne billigere for unge.» Han forstår hvert ord — og gemmer sætningen til frokostpausen. Ved frokosten prøver han den: — Har I hørt, at busserne bliver billigere for unge i nogle kommuner? — Nej, hvor har du læst det? spørger Lars. — På DR Ligetil. Jeg læser det hver morgen. — Smart! Min datter så en dokumentar i går om unge og mobiler — den skal I se. Den ligger på DR's app. Om aftenen ser familien dokumentaren — med danske undertekster. Sara skriver tre nye ord ned. Amir sætter farten ned til 0,8 — pædagogen i filmen taler hurtigt! Før han sover, tænker han: For et år siden var dansk tv bare støj. Nu er det historier. Og i morgen ved frokosten har han noget at fortælle — det stod der jo i nyhederne.",d0-l87-t.mp3,,,
"Har du hørt, at …?",d0-l87-c1.mp3,,,
"Jeg læste i avisen, at …",d0-l87-c2.mp3,,,
DR Ligetil — nyheder på let dansk,d0-l87-c3.mp3,,,
Kan du slå underteksterne til?,d0-l87-c4.mp3,,,
"en nyhed, nyheder",d0-l87-v01.mp3,,,
Radioavisen,d0-l87-v03.mp3,,,
en dokumentar,d0-l87-v04.mp3,,,
en podcast,d0-l87-v05.mp3,,,
undertekster,d0-l87-v06.mp3,,,
at slå til,d0-l87-v07.mp3,,,
på let dansk,d0-l87-v08.mp3,,,
at brygge,d0-l87-v10.mp3,,,
en medievane,d0-l87-v11.mp3,,,
at gemme,d0-l87-v12.mp3,,,
at sætte farten ned,d0-l87-v13.mp3,,,
støj,d0-l87-v14.mp3,,,
det stod der i …,d0-l87-v15.mp3,,,
hvor har du læst det?,d0-l87-v16.mp3,,,
hver morgen,d0-l87-v17.mp3,,,
I bussen læser han DR Ligetil på telefonen: nyheder på let dansk. I dag: «Flere kommuner gør busserne billigere for unge.» Han forstår hvert ord — og gemmer sætningen til frokostpausen.,d0-l87-r1.mp3,,,
For et år siden var dansk tv bare støj. Nu er det historier.,d0-l87-r2.mp3,,,
hvor har du læst det,d0-l87-l9.mp3,,,
det stod der i nyhederne,d0-l87-l10.mp3,,,
"Jeg tror, jeg bor her rigtigt nu.",d0-l88-a.mp3,,,
"En måned som aktiv borger Første lørdag: Opgangens arbejdsdag. Amir maler hegnet sammen med Jonas, og fru Jensen serverer kaffe. Om aftenen kender han tre naboer mere. Anden uge: Der ligger et valgkort i e-Boks — kommunalvalg om en måned. Amir læser om partierne på DR Ligetil og spørger ved frokosten: «Hvem bestemmer egentlig over cykelstierne?» Diskussionen varer hele pausen. Tredje weekend: Middag hos Mette og Lars — og denne gang inviterer Amir og Sara tilbage: «Næste måned hos os. Vi laver persisk!» Mette tager imod med et stort smil: «Endelig! Jeg har ventet på den invitation!» Samme uge: Afgørelsen om friplads kommer. Sara hænger brevet på køleskabet — som en lille medalje. Sidste fredag: Ved frokosten fortæller Amir en nyhed fra Radioavisen — og for første gang retter ingen hans dansk. De diskuterer bare nyheden. Om aftenen skriver han i dagbogen: «I denne måned har jeg malet et hegn, læst om partier, inviteret gæster, fået en afgørelse og fortalt nyheder. På dansk. Jeg tror, jeg bor her rigtigt nu.»",d0-l88-t.mp3,,,
I dag satte jeg et kryds!,d0-l88-c2.mp3,,,
Spørg. Søg. Læs brevene!,d0-l88-c4.mp3,,,
en aktiv borger,d0-l88-v01.mp3,,,
et hegn,d0-l88-v03.mp3,,,
at servere,d0-l88-v04.mp3,,,
at invitere tilbage,d0-l88-v05.mp3,,,
endelig,d0-l88-v07.mp3,,,
en medalje,d0-l88-v09.mp3,,,
at rette,d0-l88-v10.mp3,,,
at diskutere,d0-l88-v11.mp3,,,
rigtigt,d0-l88-v12.mp3,,,
Samme uge: Afgørelsen om friplads kommer. Sara hænger brevet på køleskabet — som en lille medalje.,d0-l88-r1.mp3,,,
Ved frokosten fortæller Amir en nyhed fra Radioavisen — og for første gang retter ingen hans dansk. De diskuterer bare nyheden.,d0-l88-r2.mp3,,,
"endelig, jeg har ventet på den invitation",d0-l88-l9.mp3,,,
"jeg tror, jeg bor her rigtigt nu",d0-l88-l10.mp3,,,
"Jeg synes, at mit liv her bliver bedre og bedre.",d0-l38-a.mp3,,,
"En besked til min ven Hej Reza! Jeg håber, at du har det godt. Jeg har boet i Danmark i tre år nu, og jeg synes, at mit liv her bliver bedre og bedre. For to måneder siden fik jeg nyt arbejde. Hvis alt går godt, bliver jeg fastansat til sommer! Mine kolleger er søde, og der tales kun dansk i frokostpausen — det er den bedste sprogskole! I weekenden skal vi til sankthans hos min nabo. Jeg ved ikke, om det regner, men det bliver hyggeligt. Da jeg kom hertil, kunne jeg ingenting sige. Nu fortæller jeg historier på dansk! Kunne du tænke dig at besøge mig til sommer? Jeg glæder mig til at vise dig det hele. Kærlig hilsen, Amir En uge senere kom der svar: Kære Amir! Tusind tak for din besked — den gjorde mig glad. Tillykke med det nye arbejde! Jeg synes, at du klarer dig fantastisk. Jeg kan huske, at du for tre år siden ikke turde bestille en kaffe på dansk — og nu fortæller du historier! Jeg vil meget gerne besøge dig til sommer. Kunne vi tage til en festival sammen? Jeg har hørt, at der spilles musik i parkerne hele juli, og at det tit er gratis. Skriv, hvornår det passer bedst, og om jeg skal tage noget med. Min mor siger, at hun gerne vil sende safran med til din nabo! Vi ses til sommer — og så taler vi kun dansk, ikke? Kærlig hilsen, Reza Samtale: Reza ringer til Amir — Hej Amir, det er Reza! Kan du tale nu? — Reza! Ja, selvfølgelig. Hvor er det godt at høre din stemme. — Jeg har købt billetten! Jeg lander i København den tredje juli. — Fantastisk! Så henter jeg dig i lufthavnen. Hvis toget ikke er forsinket, er jeg der klokken to. — Super. Du, jeg er lidt nervøs — forstår jeg mon noget, når alle taler dansk? — Bare rolig. Du siger bare, at de skal tale langsommere. Det gør de gerne. — Og hvad skal vi lave? — Lørdag skal vi til loppemarked, og om aftenen holder min nabo grillfest. Der tales kun dansk, så du lærer mere på én aften end i ti lektioner! — Ha! Min mor spørger stadig, om din nabo fik safranen. — Ja, og hun blev så glad, at hun bagte en kage til os. Den var bedre end alt, hvad jeg har smagt i Danmark. — Nu glæder jeg mig endnu mere. Vi ses om to uger! — Vi ses, min ven — og husk: Fra nu af taler vi kun dansk!",d0-l38-t.mp3,,,
"Han siger, at han ikke kan komme.",d0-l38-c1.mp3,,,
Kunne du hjælpe mig?,d0-l38-c4.mp3,,,
at håbe,d0-l38-v01.mp3,,,
fastansat,d0-l38-v02.mp3,,,
hertil,d0-l38-v04.mp3,,,
kunne du tænke dig …?,d0-l38-v05.mp3,,,
at vise,d0-l38-v06.mp3,,,
kærlig hilsen,d0-l38-v08.mp3,,,
bedre og bedre,d0-l38-v09.mp3,,,
at turde (turde),d0-l38-v12.mp3,,,
at lande,d0-l38-v20.mp3,,,
en grillfest,d0-l38-v21.mp3,,,
mon,d0-l38-v22.mp3,,,
en lektion,d0-l38-v23.mp3,,,
"En besked til min ven Hej Reza! Jeg håber, at du har det godt. Jeg har boet i Danmark i tre år nu, og jeg synes, at mit liv her bliver bedre og bedre. For to måneder siden fik jeg nyt arbejde. Hvis alt går godt, bliver jeg fastansat til sommer! Mine kolleger er søde, og der tales kun dansk i frokostpausen — det er den bedste sprogskole! I weekenden skal vi til sankthans hos min nabo. Jeg ved ikke, om det regner, men det bliver hyggeligt. Da jeg kom hertil, kunne jeg ingenting sige. Nu fortæller jeg historier på dansk! Kunne du tænke dig at besøge mig til sommer? Jeg glæder mig til at vise dig det hele. Kærlig hilsen, Amir",d0-l38-r2.mp3,,,
kunne du tænke dig at besøge mig,d0-l38-l10.mp3,,,
"Jeg kan huske, at du for tre år siden ikke turde bestille en kaffe på dansk — og nu fortæller du historier!",d0-l38-r12.mp3,,,
tillykke med det nye arbejde,d0-l38-l13.mp3,,,
"— Lørdag skal vi til loppemarked, og om aftenen holder min nabo grillfest. Der tales kun dansk, så du lærer mere på én aften end i ti lektioner!",d0-l38-r16.mp3,,,
Jeg vil gerne uddanne mig til social- og sundhedsassistent.,d0-l121-a.mp3,,,
"Mit navn er Reza, og jeg er 34 år. Da jeg kom til Danmark, havde jeg allerede en uddannelse fra mit hjemland, men den blev desværre ikke anerkendt her. Derfor besluttede jeg at starte forfra. Først gik jeg på sprogskole, og bagefter tilmeldte jeg mig VUC, hvor man kan tage folkeskolens og gymnasiets fag som voksen. Jeg valgte dansk og matematik på niveau G, fordi jeg gerne vil uddanne mig til social- og sundhedsassistent. Min vejleder forklarede, at jeg kan søge SU, når jeg læser på fuld tid, og at et AMU-kursus er en hurtigere vej, hvis man bare mangler et enkelt bevis. Det svære er ikke selve fagene, men at få hverdagen til at hænge sammen, når man både har familie og lektier. Alligevel er jeg glad, for hver gang jeg består en prøve, kommer jeg tættere på mit mål. Om to år håber jeg at være i gang med selve uddannelsen.",d0-l121-t.mp3,,,
Jeg har tilmeldt mig et kursus på VUC.,d0-l121-c1.mp3,,,
Jeg vil gerne uddanne mig til pædagog.,d0-l121-c2.mp3,,,
Jeg går på AMU for at lære at køre truck.,d0-l121-c3.mp3,,,
"Man kan søge SU, når man læser på fuld tid.",d0-l121-c4.mp3,,,
Jeg tager matematik på niveau G først.,d0-l121-c5.mp3,,,
at uddanne sig til,d0-l121-v02.mp3,,,
en voksenuddannelse (VUC),d0-l121-v05.mp3,,,
et fag,d0-l121-v06.mp3,,,
en vejleder,d0-l121-v08.mp3,,,
at søge SU,d0-l121-v09.mp3,,,
på fuld tid,d0-l121-v10.mp3,,,
at bestå en prøve,d0-l121-v11.mp3,,,
et bevis,d0-l121-v12.mp3,,,
at blive anerkendt,d0-l121-v13.mp3,,,
"Jeg valgte dansk og matematik på niveau G, fordi jeg gerne vil uddanne mig til social- og sundhedsassistent. Min vejleder forklarede, at jeg kan søge SU, når jeg læser på fuld tid.",d0-l121-r1.mp3,,,
"Først gik jeg til egen læge, og så blev jeg henvist til en speciallæge.",d0-l122-a.mp3,,,
"For tre måneder siden begyndte jeg at have ondt i knæet, især når jeg gik på trapper. Til at begynde med troede jeg, at det gik over af sig selv, men smerten blev værre. Derfor bestilte jeg en tid hos min egen læge. Hun undersøgte knæet grundigt og sagde, at jeg havde brug for en scanning. Så blev jeg henvist til en speciallæge på hospitalet. Desværre var der lang ventetid, næsten to måneder, fordi det ikke var akut. Hvis smerten pludselig var blevet meget værre, kunne jeg have ringet til lægevagten om aftenen eller til 1-1-2 i et nødstilfælde. Da jeg endelig kom til speciallægen, blev jeg undersøgt igen, og han forklarede roligt, hvad jeg selv kunne gøre. Nu træner jeg hver dag, og det hjælper faktisk. Jeg har lært, at man i Danmark næsten altid starter hos sin egen læge, og at tålmodighed er en stor del af systemet.",d0-l122-t.mp3,,,
Jeg blev henvist til en speciallæge.,d0-l122-c1.mp3,,,
Man skal bestille en tid hos egen læge.,d0-l122-c2.mp3,,,
Der var lang ventetid til undersøgelsen.,d0-l122-c3.mp3,,,
Ved akut sygdom ringer man til lægevagten.,d0-l122-c4.mp3,,,
Patienten blev indlagt på hospitalet.,d0-l122-c5.mp3,,,
en egen læge,d0-l122-v01.mp3,,,
en speciallæge,d0-l122-v02.mp3,,,
en henvisning,d0-l122-v03.mp3,,,
at blive henvist til,d0-l122-v04.mp3,,,
lægevagten,d0-l122-v08.mp3,,,
en undersøgelse,d0-l122-v09.mp3,,,
at blive indlagt,d0-l122-v10.mp3,,,
en scanning,d0-l122-v11.mp3,,,
et nødstilfælde,d0-l122-v12.mp3,,,
en patient,d0-l122-v13.mp3,,,
at have ondt i,d0-l122-v14.mp3,,,
"Så blev jeg henvist til en speciallæge på hospitalet. Desværre var der lang ventetid, næsten to måneder, fordi det ikke var akut.",d0-l122-r1.mp3,,,
Jeg opsagde lejligheden skriftligt med tre måneders varsel.,d0-l123-a.mp3,,,
"Sidste måned skulle vi flytte, fordi vores gamle lejlighed var blevet for lille til familien. Det var både spændende og lidt stressende. Først fandt vi en større lejlighed og underskrev en lejekontrakt, hvor huslejen og depositummet stod tydeligt. Depositummet var tre måneders husleje, hvilket var mange penge på én gang. Da vi flyttede ind, gik vi rundt sammen med udlejeren og skrev alle fejl og mangler ned, så vi ikke skulle betale for dem senere. Samtidig opsagde vi den gamle lejlighed skriftligt med tre måneders varsel, præcis som der stod i kontrakten. Det vigtigste, min nabo mindede mig om, var at lave en flyttemeddelelse på borger.dk, så min nye adresse blev registreret. Hvis man glemmer det, kan man få problemer med posten og med kommunen. Nu er vi faldet til ro i det nye hjem, og jeg er glad for, at vi gjorde alting ordentligt fra starten.",d0-l123-t.mp3,,,
Jeg har underskrevet en lejekontrakt.,d0-l123-c1.mp3,,,
Depositummet er tre måneders husleje.,d0-l123-c2.mp3,,,
Jeg opsagde lejligheden med tre måneders varsel.,d0-l123-c3.mp3,,,
Vi skrev alle fejl og mangler ned ved indflytning.,d0-l123-c4.mp3,,,
Jeg flytter ind på lørdag.,d0-l123-c5.mp3,,,
et opsigelsesvarsel,d0-l123-v07.mp3,,,
fejl og mangler,d0-l123-v08.mp3,,,
en flyttemeddelelse,d0-l123-v09.mp3,,,
at flytte ind,d0-l123-v11.mp3,,,
at flytte ud,d0-l123-v12.mp3,,,
at underskrive,d0-l123-v13.mp3,,,
"Da vi flyttede ind, gik vi rundt sammen med udlejeren og skrev alle fejl og mangler ned, så vi ikke skulle betale for dem senere.",d0-l123-r1.mp3,,,
Ifølge nyhederne handler sagen om stigende huslejer i de store byer.,d0-l124-a.mp3,,,
"I aftes så jeg nyhederne på TV 2, og en historie fangede virkelig min opmærksomhed. Ifølge nyhederne har flere unge svært ved at finde en billig bolig i de store byer. Det handler om, at huslejen er steget meget hurtigere end lønnen. En ekspert forklarede, at problemet især rammer studerende, som ikke har en fast indtægt. Bagefter talte jeg med min nabo om det, og vi var faktisk lidt uenige. På den ene side synes jeg, at kommunerne bør bygge flere små, billige lejligheder. På den anden side mener min nabo, at det vigtigste er at skabe flere job, så folk kan betale huslejen. Vi blev enige om, at der ikke findes én nem løsning. Jeg kan godt lide at følge med i nyhederne, fordi det giver mig noget at tale om, og fordi jeg lærer mange nye ord. Samtidig træner jeg at forklare min egen mening på dansk.",d0-l124-t.mp3,,,
Ifølge DR stiger priserne på mad.,d0-l124-c1.mp3,,,
Nyheden handler om det nye klimaforslag.,d0-l124-c2.mp3,,,
"Forskerne mener, at vejret bliver varmere.",d0-l124-c3.mp3,,,
"Jeg er enig, men jeg forstår også den anden side.",d0-l124-c4.mp3,,,
"På den ene side er det dyrt, på den anden side er det nødvendigt.",d0-l124-c5.mp3,,,
en nyhed,d0-l124-v01.mp3,,,
et medie,d0-l124-v02.mp3,,,
ifølge,d0-l124-v03.mp3,,,
at handle om,d0-l124-v04.mp3,,,
en ekspert,d0-l124-v06.mp3,,,
"at mene, at",d0-l124-v07.mp3,,,
at være enig,d0-l124-v09.mp3,,,
at være uenig,d0-l124-v10.mp3,,,
en løsning,d0-l124-v11.mp3,,,
en indtægt,d0-l124-v12.mp3,,,
at følge med i,d0-l124-v13.mp3,,,
at stige,d0-l124-v14.mp3,,,
"Ifølge nyhederne har flere unge svært ved at finde en billig bolig i de store byer. Det handler om, at huslejen er steget meget hurtigere end lønnen.",d0-l124-r1.mp3,,,
Det er vigtigt at spare på energien og sortere affaldet derhjemme.,d0-l125-a.mp3,,,
"I vores familie er vi begyndt at tænke mere over miljøet, og det er faktisk blevet en naturlig del af hverdagen. Vi sorterer affaldet i køkkenet, så glas, pap, plast og madaffald kommer i hver sin beholder. I starten virkede det besværligt, men nu husker selv børnene det. Vi prøver også at spare på energien: vi slukker lyset, når vi forlader et rum, og vi tager kortere bade. Om sommeren tørrer vi tøjet udenfor i stedet for at bruge tørretumbleren. Jeg synes, at små ændringer betyder noget, når mange gør det samme. Derfor bør vi alle gøre en indsats, også selvom vi har travlt. Selvfølgelig kan én familie ikke redde klimaet alene, men det er vigtigt at begynde et sted. Sidste weekend afleverede vi gammelt tøj og elektronik på genbrugspladsen, og det gav en god følelse. For mig handler det ikke om at være perfekt, men om at gøre lidt bedre hver dag.",d0-l125-t.mp3,,,
Vi bør sortere vores affald derhjemme.,d0-l125-c1.mp3,,,
Det er vigtigt at spare på energien.,d0-l125-c2.mp3,,,
"Husk at slukke lyset, når du går.",d0-l125-c3.mp3,,,
"Vi genbruger glas, pap og plast.",d0-l125-c4.mp3,,,
Man skal aflevere flasker i containeren.,d0-l125-c5.mp3,,,
et klima,d0-l125-v02.mp3,,,
at sortere affald,d0-l125-v03.mp3,,,
et affald,d0-l125-v04.mp3,,,
en beholder,d0-l125-v05.mp3,,,
at spare på,d0-l125-v06.mp3,,,
en energi,d0-l125-v07.mp3,,,
at slukke,d0-l125-v08.mp3,,,
genbrug,d0-l125-v09.mp3,,,
at genbruge,d0-l125-v10.mp3,,,
en genbrugsplads,d0-l125-v11.mp3,,,
en indsats,d0-l125-v12.mp3,,,
en ændring,d0-l125-v13.mp3,,,
Om sommeren tørrer vi tøjet udenfor i stedet for at bruge tørretumbleren.,d0-l125-r1.mp3,,,
"Jeg har erfaring med kundeservice, og jeg er god til at samarbejde.",d0-l126-a.mp3,,,
"I sidste uge var jeg til min første jobsamtale i Danmark, og selvom jeg var nervøs, gik det bedre end forventet. Jeg havde læst jobopslaget grundigt og skrevet en kort, motiveret ansøgning, hvor jeg forklarede, hvorfor jeg passede til stillingen. Til samtalen fortalte jeg, at jeg har erfaring med kundeservice, og at jeg er god til at samarbejde og holde hovedet koldt, når der er travlt. Chefen spurgte selvfølgelig om mine styrker og svagheder. Jeg svarede ærligt, at min styrke er, at jeg er ansvarlig og lærer hurtigt. Min svaghed er, at jeg nogle gange bruger for lang tid på detaljer, men jeg arbejder bevidst på at blive bedre til at prioritere. Til sidst spurgte jeg selv om arbejdstiderne og om mulighederne for at udvikle mig. Chefen virkede tilfreds, og et par dage senere fik jeg beskeden om, at jeg havde fået jobbet. Jeg var meget stolt, for det var mit første job her.",d0-l126-t.mp3,,,
Jeg har erfaring med kundeservice.,d0-l126-c1.mp3,,,
Jeg er god til at samarbejde med andre.,d0-l126-c2.mp3,,,
"Jeg søger stillingen, fordi jeg vil udvikle mig.",d0-l126-c3.mp3,,,
"Min styrke er, at jeg er ansvarlig.",d0-l126-c4.mp3,,,
"Min svaghed er, at jeg nogle gange er for detaljeorienteret.",d0-l126-c5.mp3,,,
et CV,d0-l126-v03.mp3,,,
et jobopslag,d0-l126-v04.mp3,,,
at søge et job,d0-l126-v06.mp3,,,
en stilling,d0-l126-v07.mp3,,,
en erfaring,d0-l126-v08.mp3,,,
en styrke,d0-l126-v09.mp3,,,
en svaghed,d0-l126-v10.mp3,,,
motiveret,d0-l126-v11.mp3,,,
ansvarlig,d0-l126-v12.mp3,,,
at samarbejde,d0-l126-v13.mp3,,,
at udvikle sig,d0-l126-v14.mp3,,,
"Min svaghed er, at jeg nogle gange bruger for lang tid på detaljer, men jeg arbejder bevidst på at blive bedre til at prioritere.",d0-l126-r1.mp3,,,
"Min styrke er, at jeg er ansvarlig og lærer hurtigt.",d0-l126-l5.mp3,,,
"Jeg synes, at filmen var bedre end bogen, fordi slutningen var mere overraskende.",d0-l147-a.mp3,,,
"I lørdags var jeg i biografen med min ven Rasmus. Vi så en dansk film om en familie, der flytter fra byen ud på landet. Jeg synes, at filmen var rigtig god, fordi skuespillerne var overbevisende, og musikken passede perfekt til stemningen. Rasmus var ikke helt enig. Han mente, at historien var langsommere end de film, han normalt ser, og at slutningen var lidt for forudsigelig. Bagefter gik vi på en lille café for at diskutere. Jeg sagde, at det var den bedste danske film, jeg havde set i lang tid, mens Rasmus mente, at koncerten, vi var til i sidste måned, var en større oplevelse. Til sidst blev vi enige om én ting: det er sjovere at opleve kultur sammen end alene. Næste gang vil vi prøve et museum, for der er en ny udstilling om moderne kunst, som begge synes lyder spændende.",d0-l147-t.mp3,,,
"Jeg synes, at koncerten var fantastisk.",d0-l147-c1.mp3,,,
Filmen var mere spændende end bogen.,d0-l147-c2.mp3,,,
Det var den bedste udstilling i år.,d0-l147-c3.mp3,,,
"Jeg kunne ikke lide slutningen, fordi den var forudsigelig.",d0-l147-c4.mp3,,,
"Billetten var billigere, end jeg troede.",d0-l147-c5.mp3,,,
et museum,d0-l147-v02.mp3,,,
en oplevelse,d0-l147-v05.mp3,,,
at anmelde,d0-l147-v06.mp3,,,
en anmeldelse,d0-l147-v07.mp3,,,
forudsigelig,d0-l147-v09.mp3,,,
en skuespiller,d0-l147-v10.mp3,,,
en slutning,d0-l147-v11.mp3,,,
stemning,d0-l147-v14.mp3,,,
"Rasmus var ikke helt enig. Han mente, at historien var langsommere end de film, han normalt ser, og at slutningen var lidt for forudsigelig.",d0-l147-r1.mp3,,,
"Det var den bedste udstilling, jeg har set.",d0-l147-l4.mp3,,,
Vi vil gerne på museum næste weekend.,d0-l147-l12.mp3,,,
"Åbn appen, log ind og husk at logge ud, når du er færdig.",d0-l148-a.mp3,,,
"Min mormor på 72 ville gerne lære at bruge netbank, så jeg besøgte hende i weekenden for at hjælpe. Først downloadede vi bankens app på hendes telefon. ""Hvad gør jeg nu?"" spurgte hun. ""Det er nemt,"" sagde jeg. ""Åbn appen, indtast dit brugernavn og log ind med koden fra banken."" Hun var lidt nervøs for sikkerheden. ""Er det farligt?"" spurgte hun. Jeg forklarede, at det er sikkert, hvis man passer på: del aldrig din kode, log altid ud, når du er færdig, og tryk kun på links, du stoler på. Vi øvede sammen: hun betalte en regning, bookede en tid hos lægen og tjekkede sin saldo. Til sidst smilede hun stolt. ""Nu kan jeg selv,"" sagde hun. ""Men hvis jeg glemmer det, ringer jeg til dig!"" Jeg skrev en kort vejledning på et stykke papir, så hun kunne følge trinene: åbn, log ind, vælg, bekræft, og log ud.",d0-l148-t.mp3,,,
Log ind med dit NemID.,d0-l148-c1.mp3,,,
Tryk på knappen for at bekræfte.,d0-l148-c2.mp3,,,
Husk at logge ud bagefter.,d0-l148-c3.mp3,,,
Del aldrig din kode med andre.,d0-l148-c4.mp3,,,
Vælg et sikkert kodeord.,d0-l148-c5.mp3,,,
en app,d0-l148-v01.mp3,,,
at logge ud,d0-l148-v04.mp3,,,
et kodeord,d0-l148-v05.mp3,,,
et brugernavn,d0-l148-v06.mp3,,,
at booke,d0-l148-v07.mp3,,,
at bekræfte,d0-l148-v08.mp3,,,
en knap,d0-l148-v09.mp3,,,
at indtaste,d0-l148-v10.mp3,,,
sikkerhed,d0-l148-v11.mp3,,,
at downloade,d0-l148-v12.mp3,,,
en saldo,d0-l148-v14.mp3,,,
"del aldrig din kode, log altid ud, når du er færdig, og tryk kun på links, du stoler på.",d0-l148-r1.mp3,,,
"Husk at logge ud, når du er færdig.",d0-l148-l11.mp3,,,
"Man skal spise mange grøntsager, og grøntsagerne skæres i små stykker.",d0-l149-a.mp3,,,
"Sund mad behøver ikke at være kedelig eller dyr. Ifølge de danske kostråd skal man spise mange grøntsager, fuldkorn og fisk, og man bør skære ned på sukker og rødt kød. Det vigtigste er variation: man skal ikke spise det samme hver dag. Her er en nem opskrift på en grøn suppe. Man skal bruge en løg, to gulerødder, en broccoli, en liter vand og lidt salt. Først skæres løget og gulerødderne i små stykker. Derefter koges grøntsagerne i vandet i tyve minutter. Til sidst blandes det hele, og suppen krydres med salt og peber. Man kan tilsætte en spiseskefuld fløde, hvis man vil have den lidt federe. Min læge siger altid, at sunde vaner er vigtigere end en enkelt sund dag. Man skal bevæge sig hver dag, sove nok og spise regelmæssigt. Det lyder simpelt, men det er svært at holde fast i. Alligevel prøver jeg, for jeg har det bedre, når jeg passer på min krop.",d0-l149-t.mp3,,,
Man skal spise mindre sukker.,d0-l149-c1.mp3,,,
Grøntsagerne skæres i små stykker.,d0-l149-c2.mp3,,,
Æggene røres i dejen.,d0-l149-c3.mp3,,,
Man bør drikke to liter vand om dagen.,d0-l149-c4.mp3,,,
Tilsæt en spiseskefuld olie.,d0-l149-c5.mp3,,,
sundhed,d0-l149-v01.mp3,,,
et kostråd,d0-l149-v03.mp3,,,
en grøntsag,d0-l149-v04.mp3,,,
fuldkorn,d0-l149-v05.mp3,,,
at skære,d0-l149-v07.mp3,,,
at koge,d0-l149-v08.mp3,,,
at røre,d0-l149-v09.mp3,,,
at blande,d0-l149-v10.mp3,,,
en spiseskefuld,d0-l149-v11.mp3,,,
en vane,d0-l149-v12.mp3,,,
at bevæge sig,d0-l149-v13.mp3,,,
regelmæssigt,d0-l149-v14.mp3,,,
Først skæres løget og gulerødderne i små stykker. Derefter koges grøntsagerne i vandet i tyve minutter.,d0-l149-r1.mp3,,,
"Toget var forsinket i to timer, så jeg klagede til togselskabet.",d0-l150-a.mp3,,,
"Sidste sommer rejste min familie og jeg til Norge. Vi havde planlagt turen i flere måneder: vi bookede et hus i bjergene, købte togbilletter og pakkede vores kufferter. Alt så perfekt ud, indtil vi kom til stationen. Toget til Oslo var forsinket i næsten to timer, fordi der var problemer på sporet. Vi ventede utålmodigt på perronen, og min lille søn blev sur og træt. Da vi endelig kom frem, var det sent om aftenen, og restauranten på hotellet var lukket. Vi spiste bare noget brød og gik i seng. Heldigvis blev resten af ferien meget bedre. Vi vandrede i bjergene, sejlede på en fjord og så det smukkeste landskab, jeg nogensinde har oplevet. Da vi kom hjem, skrev jeg alligevel en klage til togselskabet over forsinkelsen, og en måned senere fik vi en delvis refusion. Trods den dårlige start var det en tur, jeg aldrig vil glemme.",d0-l150-t.mp3,,,
Vi tog toget til København.,d0-l150-c1.mp3,,,
Flyet var forsinket i tre timer.,d0-l150-c2.mp3,,,
Jeg bookede et hotel online.,d0-l150-c3.mp3,,,
Jeg vil gerne klage over forsinkelsen.,d0-l150-c4.mp3,,,
Vi fløj til Spanien i sommer.,d0-l150-c5.mp3,,,
en rejse,d0-l150-v01.mp3,,,
en forsinkelse,d0-l150-v05.mp3,,,
at klage,d0-l150-v07.mp3,,,
en refusion,d0-l150-v08.mp3,,,
et landskab,d0-l150-v11.mp3,,,
at vandre,d0-l150-v12.mp3,,,
et togselskab,d0-l150-v14.mp3,,,
"Toget til Oslo var forsinket i næsten to timer, fordi der var problemer på sporet.",d0-l150-r1.mp3,,,
Vi havde planlagt turen i flere måneder.,d0-l150-l11.mp3,,,
"Jeg er kommet i bedre form, efter jeg begyndte.",d0-l175-a.mp3,,,
"At holde sig i form I Danmark dyrker rigtig mange mennesker motion, men ikke altid i et dyrt fitnesscenter. Faktisk er foreningsidræt tit både billigere og sjovere. I den lokale forening spiller man fodbold, håndbold eller badminton sammen med naboerne, og kontingentet koster kun nogle få hundrede kroner om året. Sara har prøvet begge dele. Før gik hun i fitnesscenter tre gange om ugen, men hun syntes, det var kedeligt at træne alene. Nu spiller hun håndbold i en forening, og hun synes, det er lige så god motion — bare mere socialt. »Jeg er faktisk kommet i bedre form, efter jeg begyndte,« siger hun, »for jeg møder op hver gang. Man svigter ikke sit hold.« Hendes bror Aziz løber i stedet. Løb er billigere end alt andet, mener han, for man skal kun bruge et par gode sko. Han løber hurtigere nu end for et år siden, og en tur i skoven gør ham mere rolig end en hel weekend på sofaen. »Det vigtigste er ikke at være hurtigst,« siger han. »Det vigtigste er at blive ved.«",d0-l175-t.mp3,,,
Fodbold er billigere end fitness.,d0-l175-c1.mp3,,,
Han løber hurtigere end mig.,d0-l175-c2.mp3,,,
Svømning er lige så sund som løb.,d0-l175-c3.mp3,,,
Yoga er ikke så hårdt som løb.,d0-l175-c4.mp3,,,
